SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
532369,RAMCO INDS. ,B ,Q,276.45,283.55,275.70,279.20,279.20,278.10,280,11893,3321193.00,
532370,RAMCO  SYSTM,B ,Q,497.00,530.00,497.00,511.65,511.65,491.65,3296,75356,39036043.00,
532371,TATA TELESER,T ,Q,7.17,7.41,7.17,7.41,7.41,7.06,649,927186,6853089.00,
532372,VIRINCHI    ,X ,Q,117.00,118.00,113.10,113.90,114.10,116.55,358,52783,6105242.00,
532373,WEPSOLN     ,X ,Q,56.15,56.20,53.85,54.00,54.00,56.30,44,7145,392276.00,
532374,STER TECH   ,A ,Q,286.70,288.35,278.95,281.50,281.50,287.10,1168,104646,29579445.00,
532375,TIPSINDUSTR ,T ,Q,123.60,126.00,119.25,119.40,119.40,123.55,14,641,78439.00,
532379,FIRSTOBJ    ,X ,Q,15.75,15.75,15.20,15.50,15.50,16.45,20,3973,61618.00,
532380,BABA ARTS   ,X ,Q,2.91,2.91,2.72,2.90,2.90,2.89,11,6901,20015.00,
532382,BALAJI TELE.,B ,Q,155.50,161.55,155.10,156.20,156.00,157.40,950,65402,10297051.00,
532384,TYCHE INDS  ,X ,Q,115.05,121.75,115.05,119.75,119.25,120.30,77,10575,1267250.00,
532386,CALIFORN.SOF,T ,Q,80.90,81.10,80.90,81.10,81.10,77.25,67,8354,677040.00,
532387,PRITISHN COM,B ,Q,26.50,26.50,24.75,24.80,24.80,26.30,67,4798,121830.00,
532388,INDIAN OVER.,A ,Q,23.30,23.55,23.00,23.10,23.10,23.40,142,35605,825640.00,
532390,TAJ GVK HOTL,B ,Q,164.85,167.95,161.50,166.35,166.45,164.85,223,7230,1188197.00,
532391,OPTO CIRCUIT,T ,Q,9.05,9.35,9.00,9.05,9.09,9.28,146,84743,769204.00,
532392,CREATIVE EYE,B ,Q,4.41,4.61,4.41,4.61,4.61,4.61,4,2800,12828.00,
532395,AXISCADES   ,B ,Q,174.80,177.70,170.35,173.00,173.00,173.50,1678,79831,13893621.00,
532398,UMESL       ,B ,Q,1.89,2.06,1.89,2.06,2.06,1.98,2,1025,1941.00,
532400,KPIT        ,A ,Q,173.80,174.00,169.65,170.20,169.65,172.45,486,57672,9860392.00,
532401,VIJAYA BANK ,B ,Q,71.30,71.30,69.60,69.90,69.90,70.70,500,124047,8692009.00,
532404,SAVEN TECHNO,X ,Q,21.65,22.35,21.60,22.00,22.00,22.00,24,12817,281322.00,
532406,AVANTEL LTD ,X ,Q,362.35,374.00,362.35,366.90,372.50,366.00,32,2777,1024872.00,
532407,MOSCHIP SEMI,X ,Q,36.15,37.00,35.70,36.35,36.35,36.50,191,116120,4184521.00,
532408,MEGASOFT LTD,T ,Q,13.72,14.14,13.72,13.99,14.00,14.08,57,20367,282858.00,
532410,TRANSCORP IN,X ,Q,35.60,35.65,35.30,35.30,35.30,36.50,4,140,4982.00,
532413,CEREBRA INTE,B ,Q,40.25,41.45,39.95,40.10,40.10,41.20,415,108284,4374857.00,
532416,MID-DAY MULT,T ,Q,20.00,20.35,19.65,20.00,20.00,20.00,10,13113,261479.00,
532418,ANDHRA BANK ,A ,Q,60.95,61.70,60.60,60.70,60.75,61.05,397,136235,8304050.00,
532419,SMARTLINK   ,B ,Q,101.40,102.10,100.50,100.55,100.55,100.70,40,3538,358865.00,
532424,GODREJ CONS ,A ,Q,1022.20,1031.05,1002.65,1009.85,1006.60,1021.15,474,8857,8997498.00,
532430,BF UTILI    ,A ,Q,474.00,477.70,460.05,462.35,462.35,475.75,4110,135363,63464246.00,
532432,UNITD SPR   ,A ,Q,3448.85,3469.75,3377.05,3391.85,3391.85,3448.75,1383,19052,65299936.00,
532439,GOLDST INFRA,B ,Q,182.90,200.45,181.00,195.65,195.65,186.00,860,48719,9416757.00,
532440,MPS LTD     ,B ,Q,583.25,600.00,583.20,590.65,587.65,582.50,33,1069,629776.00,
532443,CERA SANITAR,B ,Q,3742.20,3743.30,3601.25,3627.40,3601.25,3730.55,156,532,1945364.00,
532454,BHARTI ARTL ,A ,Q,532.50,533.40,520.65,523.95,524.75,532.50,1353,105713,55486313.00,
532455,SHALIMAR WIR,XT,Q,19.25,20.30,18.40,20.10,20.30,19.35,86,14692,287415.00,
532456,COMPUAGE INF,B ,Q,49.50,51.30,46.30,47.10,47.10,47.30,2102,478646,23399268.00,
532457,GULSHAN POLY,B ,Q,81.50,81.50,79.50,79.60,79.50,81.05,74,9136,730928.00,
532459,AUNDE IND   ,XT,Q,57.65,57.65,57.65,57.65,57.65,54.95,5,750,43237.00,
532460,PONNI SUG(ER,B ,Q,174.20,180.00,174.00,177.00,177.00,183.00,39,1422,250170.00,
532461,PUNJAB NATIO,A ,Q,172.50,176.10,170.25,173.55,173.55,172.85,3466,982427,170811235.00,
532466,ORACLE FIN  ,A ,Q,3840.00,3872.10,3817.30,3841.45,3841.45,3867.20,132,1093,4197641.00,
532468,KAMAHOLDING ,B ,Q,3165.00,3165.00,3110.00,3150.00,3150.00,3147.85,13,85,265870.00,
532475,APTECH LTD  ,B ,Q,367.00,374.90,361.00,365.90,365.90,366.00,2784,179584,66051854.00,
532477,UNION BANK L,A ,Q,154.15,154.70,150.55,151.05,151.05,154.55,2099,348824,53255529.00,
532478,UNITED BREWA,A ,Q,1075.00,1075.00,985.45,1011.05,1017.20,1054.45,828,16220,16552052.00,
532479,ISMT LTD    ,T ,Q,15.40,15.75,14.71,15.48,15.48,15.46,125,65303,985671.00,
532480,ALLAHABAD BK,A ,Q,75.00,75.20,73.85,74.00,74.00,74.80,529,147156,10965719.00,
532481,NOIDA-TOLL B,B ,Q,13.00,13.14,12.75,12.80,12.80,13.02,51,85810,1103481.00,
532482,GRANULES (I),A ,Q,132.75,133.70,130.10,131.00,131.00,131.95,1625,216979,28586611.00,
532483,CANARA BANK ,A ,Q,364.30,370.70,363.00,366.90,366.90,366.95,856,87615,32205226.00,
532485,BALMER LA.IN,X ,Q,474.95,475.00,457.05,459.45,459.45,468.40,135,6096,2828057.00,
532486,POKARNA LTD ,B ,Q,205.10,208.85,200.60,201.60,201.90,203.95,144,5239,1070240.00,
532488,DIVI'S LAB. ,A ,Q,1049.90,1081.00,1049.45,1060.70,1060.70,1044.90,2511,82152,87813739.00,
532493,ASTRA MICRO ,B ,Q,113.60,114.10,112.00,112.40,112.40,113.65,388,41617,4700616.00,
532497,RADICOKHAIT ,B ,Q,271.00,278.70,266.30,270.50,270.50,269.25,2738,220138,60096345.00,
532498,SHRMCITYUN  ,A ,Q,2070.00,2070.05,2013.90,2049.45,2040.00,2110.75,291,1081,2217073.00,
532500,MARUTISUZUK ,A ,Q,9150.00,9214.45,9101.10,9142.75,9142.75,9141.35,4391,26150,239635808.00,
532503,RAJAPAMILLS ,X ,Q,1179.00,1190.00,1142.00,1185.90,1189.00,1176.75,64,1372,1619539.00,
532504,NAVIN FLUORI,B ,Q,695.00,701.00,689.50,695.10,695.10,698.75,99,1437,999336.00,
532505,UCOBANK     ,A ,Q,30.25,30.50,30.00,30.10,30.00,30.20,196,30199,910752.00,
532507,BAG FIL MED ,T ,Q,7.25,7.40,7.25,7.40,7.40,7.05,138,91244,674870.00,
532508,JSL         ,B ,Q,101.30,101.40,99.00,99.40,99.10,101.75,198,19062,1915203.00,
532509,SUPRAJIT ENG,B ,Q,308.00,318.10,301.65,314.55,314.55,305.05,498,15561,4847396.00,
532511,EXCEL CROP. ,B ,Q,1992.00,2000.00,1992.00,2000.00,2000.00,1995.80,6,353,705976.00,
532513,TVSELE      ,T ,Q,410.00,413.00,400.00,402.25,403.00,408.30,188,7338,2981281.00,
532514,INDRA GAS   ,A ,Q,325.00,329.00,320.00,322.20,322.00,328.10,2038,131721,42663754.00,
532515,TV TODAY    ,B ,Q,391.45,401.00,391.20,396.60,396.00,388.85,594,11487,4543192.00,
532518,FLORENCE    ,X ,Q,1920.00,1925.00,1880.00,1880.00,1880.00,1910.00,25,1073,2046950.00,
532521,PALRED      ,B ,Q,87.00,90.00,87.00,88.55,88.20,89.85,44,4332,384630.00,
532522,PETRONET LNG,A ,Q,250.55,253.90,249.15,251.15,251.15,250.20,2577,12734425,3186969860.00,
532523,BIOCON LTD. ,A ,Q,520.00,529.45,516.20,519.80,518.00,524.35,2490,213653,112181762.00,
532524,PTC INDIA   ,A ,Q,113.10,115.60,113.10,114.05,114.05,114.60,1164,94457,10809980.00,
532525,BANK MAHA   ,B ,Q,26.00,26.10,25.80,26.00,26.10,26.15,78,12575,326591.00,
532527,RK FORGINGS ,B ,Q,781.00,797.80,756.00,770.45,770.70,787.40,477,4227,3282893.00,
532528,DATAM GLOB  ,B ,Q,132.10,132.50,127.45,129.35,128.20,133.50,422,42728,5563052.00,
532529,NDTV        ,B ,Q,44.00,44.00,42.80,43.85,44.00,43.95,49,6950,303891.00,
532531,STAR        ,A ,Q,810.55,811.25,798.05,801.15,802.95,808.70,904,630073,507245938.00,
532532,JAIPRA      ,A ,Q,17.55,18.45,17.40,17.95,17.95,17.55,6057,5872620,105515154.00,
532538,ULTRATECH CM,A ,Q,4218.85,4259.80,4169.00,4225.60,4225.00,4241.10,1383,7760,32710959.00,
532539,MINDA IND   ,B ,Q,1157.95,1157.95,1125.00,1130.90,1127.00,1134.85,822,12154,13800170.00,
532540,TCS LTD.    ,A ,Q,2656.05,2659.10,2605.10,2614.15,2614.15,2656.00,1431,31892,83640502.00,
532541,NIITTECH    ,A ,Q,648.25,651.00,630.20,632.25,630.20,640.70,888,25015,16021985.00,
532543,GULFPETRO   ,B ,Q,80.15,80.15,78.55,79.25,79.35,80.35,31,3088,245101.00,
532548,CENTURYPLY  ,B ,Q,324.90,342.00,324.90,332.85,334.00,321.45,2341,113787,38061845.00,
532553,WELENT      ,B ,Q,149.50,153.65,146.45,149.25,149.25,149.85,2114,248528,37375205.00,
532555,NTPC LTD    ,A ,Q,177.05,177.85,174.95,175.80,175.80,178.25,3866,1353979,237509961.00,
532604,SALSTEEL    ,T ,Q,6.49,6.50,6.20,6.20,6.20,6.40,39,22927,143690.00,
532605,JBM AUTO    ,B ,Q,526.00,534.65,523.05,524.55,524.55,526.40,672,13226,6993156.00,
532609,BHARATIDIL  ,Z ,Q,6.91,6.91,6.27,6.27,6.27,6.60,103,112710,712360.00,
532610,DWAR SUGAR  ,B ,Q,58.05,58.05,56.65,57.05,57.05,57.90,832,188099,10761900.00,
532612,INDOCO REM  ,B ,Q,277.15,279.00,270.25,270.85,270.85,277.95,357,9968,2731689.00,
532613,VIPCLOTHNG  ,B ,Q,62.20,66.40,61.05,62.05,62.05,62.20,2603,312424,19973216.00,
532616,XCHANGING   ,B ,Q,59.15,63.00,58.65,61.40,61.00,59.10,166,16395,1011488.00,
532617,JETAIRWAYS  ,A ,Q,686.00,690.40,665.60,677.85,677.85,696.10,3047,200912,136763206.00,
532621,MORARJETEX  ,B ,Q,48.30,48.50,47.70,48.00,48.00,49.00,14,885,42593.00,
532622,GATEWAY DIST,A ,Q,240.55,240.55,236.05,239.75,240.00,240.85,67,2805,671113.00,
532624,JINDALPH    ,T ,Q,75.20,78.00,75.20,75.50,75.50,75.25,4,450,33965.00,
532626,PONDY OXIDES,X ,Q,630.00,637.75,620.05,623.60,623.60,625.20,361,9343,5860882.00,
532627,JPPOWER     ,B ,Q,7.35,7.35,7.06,7.17,7.17,7.27,8403,682919,4899881.00,
532628,3I INFOTECH ,B ,Q,3.90,3.93,3.84,3.91,3.90,3.88,406,446665,1736673.00,
532629,MCNALLYB    ,T ,Q,58.05,61.00,58.05,59.00,59.00,59.10,59,34742,2066818.00,
532630,GOKALDAS    ,B ,Q,114.55,116.70,109.70,110.40,110.40,114.35,565,40754,4559847.00,
532633,ALLSEC TECH ,B ,Q,449.95,454.75,438.05,440.60,438.05,455.95,119,2008,894486.00,
532636,IIFL        ,A ,Q,595.00,633.85,594.55,602.45,602.45,596.65,509,9804,6034378.00,
532637,MAN DRUGORG ,B ,Q,182.40,192.20,178.55,180.35,180.35,184.25,881,34950,6452620.00,
532638,SHOPPER STOP,B ,Q,533.05,541.05,526.60,527.90,527.90,532.10,84,824,436898.00,
532640,CYBER MEDIA ,T ,Q,13.71,14.15,13.71,14.10,14.00,14.33,6,501,7063.00,
532641,NDL         ,B ,Q,172.00,172.55,159.25,161.40,160.50,169.30,899,64135,10595404.00,
532642,JSWHL       ,B ,Q,1810.90,1895.00,1800.00,1805.00,1800.00,1800.50,51,303,553667.00,
532643,GANESHFORGIN,T ,Q,1.13,1.13,1.13,1.13,1.13,1.08,2,291,328.00,
532644,JK CEMENT   ,B ,Q,1005.90,1008.95,984.00,989.70,996.95,999.80,201,2273,2254050.00,
532646,UNIPLY IND  ,B ,Q,456.60,459.00,435.60,439.00,439.60,456.90,405,7496,3352980.00,
532647,PROVOGUE IND,B ,Q,9.86,10.40,8.97,9.52,9.52,9.58,766,523625,4995253.00,
532648,YES BANK    ,A ,Q,311.50,311.50,305.90,306.50,306.50,311.50,2853,1454225,450253548.00,
532649,NECTAR LIFE ,B ,Q,34.00,34.75,33.50,33.55,33.55,34.35,478,131093,4451343.00,
532650,MSP STEEL   ,T ,Q,18.95,19.75,18.95,19.25,19.75,19.25,12,5395,103984.00,
532651,SPL INDS    ,B ,Q,18.65,20.90,18.65,20.75,20.90,19.95,36,8829,179000.00,
532652,KARNATAKA BK,A ,Q,150.35,151.35,148.50,148.85,148.50,151.50,537,88123,13160333.00,
532654,MCLEOD RUSSE,A ,Q,207.40,209.25,201.85,205.10,205.00,208.60,761,60719,12491490.00,
532656,FACOR ALLOYS,XT,Q,3.43,3.43,3.21,3.25,3.21,3.37,156,264449,874338.00,
532658,EON ELECT   ,T ,Q,118.40,119.75,112.50,117.30,117.30,114.85,74,6572,762814.00,
532659,IDFC        ,A ,Q,59.40,59.80,58.50,58.75,58.75,59.80,550,203867,12060356.00,
532660,VIVIMED LABS,B ,Q,112.25,115.60,112.25,114.90,114.90,113.50,755,93615,10708747.00,
532661,RANE MADRAS ,B ,Q,772.00,789.95,760.00,763.30,765.00,771.05,127,2351,1817329.00,
532662,HT MEDIA    ,B ,Q,98.80,99.10,96.85,97.35,97.35,98.40,216,14279,1399808.00,
532663,SASKEN      ,B ,Q,722.00,726.85,697.65,702.45,702.45,722.50,283,3398,2417124.00,
532665,RAJVIR IND  ,B ,Q,39.90,39.90,39.90,39.90,39.90,41.85,1,16,638.00,
532667,SUZLONENERGY,A ,Q,13.80,13.94,13.71,13.78,13.78,13.87,1779,3565704,49251126.00,
532668,AURIONPRO SO,B ,Q,182.70,183.10,173.40,174.80,174.80,182.10,392,30325,5384638.00,
532669,SOUTHBIOTEC ,X ,Q,4.00,4.13,3.65,3.81,3.79,3.81,36,18931,72888.00,
532670,RENUKA SUGAR,A ,Q,17.00,17.20,16.75,17.00,17.00,17.00,493,583794,9949383.00,
532673,KM SUGARMILL,B ,Q,20.15,20.40,20.00,20.10,20.10,20.30,136,42576,858932.00,
532674,BANNARI AMMA,B ,Q,324.00,324.00,319.00,319.00,319.00,326.95,3,85,27215.00,
532676,PBA INFRASTR,B ,Q,17.50,17.50,17.05,17.25,17.25,17.50,11,1210,20804.00,
532678,BOMBAY RAYON,B ,Q,215.45,220.50,215.45,216.95,216.95,214.60,1549,231524,50196300.00,
532679,SORILINFRA  ,B ,Q,350.05,360.00,336.20,341.05,341.05,341.80,2051,101262,35186900.00,
532682,ABG SHIPYARD,Z ,Q,14.25,14.25,13.19,13.19,13.19,13.88,115,32117,427240.00,
532683,AIAENGINEER ,A ,Q,1538.90,1560.45,1538.90,1555.55,1555.00,1527.55,166,1659,2565573.00,
532684,EVEREST KANT,B ,Q,74.90,77.75,71.00,71.95,71.95,74.55,10956,2045011,151756691.00,
532686,KERNEX MICRO,Z ,Q,45.40,45.40,44.00,44.70,45.00,45.40,25,3237,145543.00,
532687,REPRO INDIA ,B ,Q,853.30,853.30,775.50,787.55,787.55,862.95,1081,14389,11719940.00,
532689,PVR LTD     ,A ,Q,1295.45,1315.50,1292.95,1303.25,1304.50,1294.20,341,5001,6518505.00,
532690,RAMSARUP IND,T ,Q,2.00,2.00,1.99,2.00,2.00,1.98,9,4989,9967.00,
532692,RADHA MADHAV,B ,Q,27.80,28.00,25.60,26.00,26.00,27.95,365,253680,6829625.00,
532693,PUNJ LLOYD  ,B ,Q,20.75,20.90,20.40,20.55,20.55,20.70,305,209909,4333623.00,
532694,BARTRONICSIN,T ,Q,14.50,15.15,14.50,14.90,14.90,14.91,34,6745,100922.00,
532695,CELEBRITYFAS,B ,Q,17.05,17.05,16.05,16.05,16.05,17.80,112,59087,954678.00,
532696,EDUCOMP SOLN,Z ,Q,5.04,5.24,5.04,5.14,5.14,5.22,66,37885,193673.00,
532698,NITINSPINNER,B ,Q,113.00,115.90,112.50,113.95,113.95,113.05,292,21618,2459669.00,
532699,ROYALORCH   ,B ,Q,167.60,170.00,161.60,162.90,163.80,168.95,90,2518,414962.00,
532700,ENT NETWORK ,B ,Q,741.95,742.50,735.05,742.50,742.50,747.10,20,114,84413.00,
532701,SREE SAKTHI ,X ,Q,6.88,6.88,6.88,6.88,6.88,5.74,47,85091,585426.00,
532702,GUJ PETRONET,A ,Q,207.70,209.00,203.10,204.15,204.15,208.30,1267,58597,12025790.00,
532705,JAGRAN PRAK ,B ,Q,170.00,170.00,165.00,166.15,167.35,167.50,94,3028,504765.00,
532706,INOX LEISURE,B ,Q,295.00,298.00,284.00,286.25,286.50,294.45,819,14872,4361960.00,
532707,DYNEMIC PRO ,T ,Q,193.30,193.30,187.15,190.70,190.70,188.30,62,5161,987946.00,
532708,GVK POWERINF,T ,Q,15.90,16.25,15.20,15.70,15.70,15.95,703,531484,8344900.00,
532710,SADBHAV ENGG,A ,Q,379.50,379.50,366.30,367.50,370.00,374.20,138,2952,1092972.00,
532711,SUNIL HITECH,B ,Q,14.00,14.00,13.67,13.81,13.81,13.86,487,337774,4673820.00,
532712,REL COM LTD ,A ,Q,11.56,11.80,11.50,11.63,11.63,11.61,1327,1626239,18870038.00,
532713,SAKUMA EXPO ,T ,Q,188.00,197.00,187.00,188.80,188.80,190.90,54,3242,613759.00,
532714,KEC INTERN  ,A ,Q,349.50,351.90,329.60,334.45,334.45,342.55,1998,80704,27618145.00,
532715,GITANJALI GE,B ,Q,75.25,76.70,73.35,75.30,75.30,75.40,2697,516892,38627432.00,
532716,GILLA ARBUT ,T ,Q,89.20,89.20,83.00,85.65,86.65,85.35,49,6149,535510.00,
532717,INDOTECHTR  ,B ,Q,196.05,199.00,195.50,196.00,195.50,197.95,17,727,143009.00,
532718,PRATIBHA IND,T ,Q,7.84,7.84,7.51,7.57,7.52,7.50,45,16286,123773.00,
532719,BL KASHYAP  ,B ,Q,61.00,61.25,59.50,60.10,59.90,61.40,240,46056,2782042.00,
532720,M&M FINANSER,A ,Q,480.40,480.40,455.00,459.45,459.45,478.40,3330,720256,337170707.00,
532721,VISA STEEL  ,T ,Q,19.30,19.30,18.05,18.80,18.80,18.40,36,6589,122426.00,
532722,NITCO TILES ,B ,Q,104.90,105.90,100.50,101.30,101.30,103.00,1033,74368,7668687.00,
532723,MONNETPRO   ,X ,Q,13.33,13.33,13.33,13.33,13.33,13.99,1,220,2932.00,
532725,SOLAR IND   ,B ,Q,1160.90,1166.50,1144.80,1151.80,1148.00,1165.20,172,1603,1851335.00,
532727,ADHUNIK MET ,B ,Q,4.39,4.39,4.11,4.16,4.16,4.23,45,15136,63446.00,
532728,MALU PAPER  ,B ,Q,49.95,52.80,49.20,50.55,50.55,49.25,1998,235965,11943769.00,
532729,UTTAM SUGAR ,B ,Q,163.20,164.30,157.45,158.75,157.45,163.60,49,3570,572412.00,
532730,STL GLOBAL  ,B ,Q,14.25,16.20,14.10,15.95,16.00,14.60,123,48470,720894.00,
532732,KEWAL KIRAN ,B ,Q,1860.05,1866.30,1860.00,1860.00,1860.00,1900.45,5,12,22326.00,
532733,SUN TVNET   ,A ,Q,907.00,907.00,886.00,890.30,890.30,905.95,1239,39573,35473802.00,
532734,GODAWARI POW,B ,Q,183.00,195.75,183.00,185.15,185.15,185.35,1230,80417,15186241.00,
532735,RSYSTEMINT  ,B ,Q,47.30,47.90,46.20,46.85,47.20,47.55,106,11803,553799.00,
532737,EMKAY GLOB F,B ,Q,229.00,230.70,222.00,224.70,227.90,231.75,145,6440,1449501.00,
532738,TANTIA CONS ,T ,Q,19.30,19.45,18.70,19.20,19.20,19.60,16,6750,129529.00,
532740,LOKESH MACH ,B ,Q,70.50,70.50,66.30,68.45,68.05,70.20,101,3312,228201.00,
532741,KAMDHENU    ,T ,Q,215.00,220.00,210.00,210.55,210.10,212.50,57,3805,813019.00,
532742,PAUSHAK LTD ,XT,Q,1050.00,1089.00,1035.05,1080.00,1080.00,1045.65,79,1310,1391358.00,
532744,GTN TEXTILE ,T ,Q,22.05,22.40,21.60,22.30,22.30,22.70,18,3181,69649.00,
532745,INDICAP     ,XT,Q,83.00,83.50,79.60,82.05,82.50,83.30,78,21167,1731143.00,
532746,UNITY INFRA ,T ,Q,5.71,5.80,5.60,5.70,5.74,5.71,28,17835,101559.00,
532748,PRIME FOCUS ,B ,Q,112.65,113.80,107.20,108.10,107.80,114.55,439,23607,2597897.00,
532749,ALLCARGO    ,B ,Q,178.00,189.00,176.25,182.30,182.30,177.60,2676,207801,38224058.00,
532751,EASUNREYRL  ,T ,Q,21.55,21.95,21.30,21.40,21.30,21.75,16,3029,65208.00,
532754,GMR INFRASTR,A ,Q,17.60,17.65,17.10,17.15,17.15,17.70,664,760160,13169069.00,
532755,TECH MAH    ,A ,Q,500.10,505.70,498.40,500.65,500.65,500.10,1591,102239,51326680.00,
532756,MAHINDCIE   ,B ,Q,240.75,244.65,239.10,239.85,239.85,240.50,256,8231,1988782.00,
532757,VOLTAMP TRAN,B ,Q,1070.00,1077.40,1056.00,1068.45,1069.10,1078.55,73,420,447352.00,
532759,ATLANTA     ,B ,Q,100.50,101.20,98.00,99.00,98.80,100.05,391,39532,3946773.00,
532760,DEEP INDS   ,B ,Q,210.60,214.50,209.00,211.40,211.40,211.60,255,11615,2459992.00,
532761,HOV SERVICES,B ,Q,308.25,361.90,308.25,343.80,343.80,311.80,5656,162826,55465259.00,
532762,ACTION CONST,B ,Q,141.25,148.80,139.50,142.30,143.00,141.55,1898,220902,31982007.00,
532764,GEECEE      ,B ,Q,160.00,162.55,158.70,159.65,158.70,161.80,218,6445,1036048.00,
532765,USHER AGRO  ,T ,Q,8.15,8.15,8.07,8.07,8.07,8.05,3,1100,8957.00,
532766,RICHA IND   ,X ,Q,16.40,16.40,15.70,16.20,16.20,16.00,55,19710,316206.00,
532767,GAYATRI PROJ,B ,Q,210.50,210.50,207.80,209.15,208.00,210.00,41,2697,563685.00,
532768,FIEM INDS   ,B ,Q,945.00,950.70,940.00,941.30,940.20,944.35,41,287,270335.00,
532770,HANUNG TOYS ,T ,Q,3.38,3.60,3.38,3.40,3.40,3.55,22,11456,39847.00,
532771,JHS SVEN    ,B ,Q,69.05,71.80,68.65,69.65,69.60,68.40,483,73325,5138274.00,
532772,DCBBANK     ,A ,Q,186.00,189.25,186.00,187.05,187.10,188.20,528,899797,169348173.00,
532773,GLOBAL VECT ,B ,Q,163.00,177.35,163.00,168.60,168.60,164.50,879,32592,5581775.00,
532775,GTL INFRAST ,B ,Q,6.38,6.38,6.20,6.22,6.20,6.34,221,359574,2243703.00,
532776,SHIVAM AUTO ,B ,Q,87.00,94.20,85.00,90.95,90.95,86.25,2450,221393,20362726.00,
532777,INFO EDGE   ,A ,Q,1200.20,1245.90,1182.10,1228.85,1235.00,1209.45,241,2201,2665748.00,
532778,LANCO INFRA ,B ,Q,0.89,0.90,0.88,0.88,0.88,0.88,220,881253,782072.00,
532779,TORNT POWER ,A ,Q,270.80,271.75,265.70,267.05,267.05,271.80,604,54537,14632352.00,
532780,PARSVNATH   ,B ,Q,28.85,28.85,27.70,27.90,27.90,28.90,180,52675,1477332.00,
532782,SUTLEJ TEXT ,B ,Q,98.00,98.00,96.80,96.80,96.80,99.05,56,3002,293712.00,
532783,DAAWAT      ,B ,Q,82.80,85.35,81.60,82.10,82.10,82.30,4315,559582,46738699.00,
532784,SOBHA       ,A ,Q,583.00,583.00,564.30,571.50,571.50,577.40,917,27780,15896860.00,
532785,RUCHIRA PAP ,B ,Q,201.50,206.90,193.75,196.20,195.70,197.05,2378,147244,29352303.00,
532787,ESS DEE ALUM,T ,Q,56.65,59.05,56.60,59.05,59.05,56.25,318,111200,6554057.00,
532788,XLENERGY    ,T ,Q,3.25,3.25,3.25,3.25,3.25,3.10,12,10506,34144.00,
532790,TANLA       ,B ,Q,33.60,34.20,33.20,33.45,33.45,33.50,274,86150,2894501.00,
532794,ZEEMEDIA    ,B ,Q,42.20,42.75,41.60,41.95,41.95,42.20,288,46736,1963601.00,
532795,SITINET     ,B ,Q,25.75,26.00,25.55,25.85,25.80,25.60,58,8392,216270.00,
532796,LUMAX TECH  ,B ,Q,710.10,768.35,704.80,741.45,747.70,708.75,2097,26670,19886494.00,
532797,AUTOIND     ,T ,Q,107.00,111.80,107.00,110.90,111.80,111.85,84,16010,1754543.00,
532798,NTWK MED INV,A ,Q,53.75,56.40,52.65,52.90,52.90,53.35,1342,451411,24532776.00,
532799,HUBTOWN     ,B ,Q,134.00,137.60,128.55,129.40,129.40,133.50,1432,231260,30799147.00,
532800,TV18BRDCST  ,A ,Q,56.50,57.55,54.65,54.85,54.85,56.70,3120,1990784,111598472.00,
532801,CAMBRIDGE   ,B ,Q,72.35,74.95,72.30,72.80,72.80,73.75,26,3757,273147.00,
532804,TECHNOCRAFT ,B ,Q,499.00,501.00,495.00,499.55,500.00,498.70,161,4515,2246794.00,
532805,REDINGTON   ,A ,Q,185.00,186.65,182.70,184.90,184.75,183.55,386,15125,2793229.00,
532807,CINELINE    ,B ,Q,90.20,90.65,89.00,89.35,89.00,90.30,75,6256,562056.00,
532808,PGIL        ,B ,Q,153.60,156.70,151.00,153.40,153.50,153.60,43,2959,455418.00,
532809,FSL         ,A ,Q,39.15,39.45,38.20,38.45,38.35,39.45,1069,444263,17278829.00,
532810,POWER FINAN ,A ,Q,119.75,120.70,116.15,116.40,116.40,120.25,2989,604442,70976909.00,
532811,AHLUWALIA CO,B ,Q,366.45,369.00,360.45,363.65,362.00,359.10,31,1542,563850.00,
532812,TRANSWARRANT,B ,Q,17.50,19.41,17.00,19.36,19.36,16.18,412,113592,2153272.00,
532813,C & C CONSTR,T ,Q,78.10,84.20,78.00,84.20,84.20,80.20,166,78377,6470981.00,
532814,INDIAN BANK ,A ,Q,387.00,387.00,374.05,375.35,375.35,387.00,869,70970,26943664.00,
532815,SMS PHARMACE,B ,Q,105.00,108.95,103.10,103.90,104.25,105.35,184,10382,1086841.00,
532817,ORIENTAL    ,T ,Q,16.10,17.00,16.00,16.75,17.00,16.45,18,3934,64720.00,
532819,MINDTREE LTD,A ,Q,547.10,568.00,544.00,564.10,564.10,545.05,4483,52587,29409926.00,
532820,ELAND       ,B ,Q,18.25,18.65,17.55,17.90,17.95,18.50,106,30268,546918.00,
532822,IDEA CELL   ,A ,Q,95.05,96.45,93.00,93.40,93.40,95.75,1696,662082,62537138.00,
532823,EURO CERAMIC,B ,Q,7.00,7.70,7.00,7.57,7.64,7.69,22,4949,37107.00,
532826,RAJ TELE    ,B ,Q,60.00,60.80,59.50,59.65,59.65,61.35,24,517,31063.00,
532827,PAGE INDUSTR,A ,Q,22951.10,23098.75,22530.50,22716.25,22816.80,23090.80,141,250,5709047.00,
